@KayKay121 dragged me to the library. Now I have to be productive 💔 https://t.co/HjZR3d5QaQ	 (timestamp: 2015-10-29 17:51:50)
ก็กะจะทำการบ้านนะคืนนี้  ปกติชอบทำการบ้านอ่านนสตอนกลางคืนอยุ่แล้วอะ   ตอนเย็นเล่นโทสับก็ด่า หมดอารม ไม่ทำแม่งละการบ้าน สัส	 (timestamp: 2015-10-30 15:31:56)
null	 (timestamp: NaT)
"""Nuestro peor problema de comunicación es que no escuchamos para entender. Escuchamos para contestar."""	 (timestamp: 2015-10-30 15:31:56)
"@Viletas2cozy H⃝o⃝w⃝l⃝ o⃝f⃝ a⃝ f⃝o⃝l⃝l⃝o⃝w⃝
🎃🎃🎃🎃🎃🎃🎃
https://t.co/dsrnLm5vVY 
  🎃👻👻👻👻🎃
https://t.co/KrJqlTLlXc https://t.co/imXTe939yn"	 (timestamp: 2015-10-30 15:31:56)
Okay. Dah tukar balik twitcon. Takut tengok twitcon sendiri	 (timestamp: 2015-10-30 15:31:56)
MYOC is happy to meet with @FredEisenberger reps today to discuss youth engagement! 3-5 in SWC Recreation Centre! https://t.co/CGv3wJIfFG	 (timestamp: 2015-10-30 15:31:56)
@Palmiiierii @ValeenFantini 😂😂 son las mejores ❤    👌👌	 (timestamp: 2015-10-30 15:31:56)
@DiiogoMorenno  achei a solução  https://t.co/S8Enj1wnlW	 (timestamp: 2015-10-30 15:31:56)
@FabiolaDoll yo	 (timestamp: 2015-10-30 15:31:56)
It's pretty apparent that Devin Smith isn't going to play for the Jets at Oakland.	 (timestamp: 2015-10-30 15:31:56)
Lo q se dijo en el conversatorio https://t.co/gNLk0eSxnG	 (timestamp: 2015-10-30 15:31:56)
"Someday I'll hold you 🙌
And tell you how much I love you 💖
Until that happens ツ
@Harry_Styles Could you follow me?
Many Kisses😘😘
♔19,939"	 (timestamp: 2015-10-30 15:31:56)
:( https://t.co/0GuwXnMkzJ	 (timestamp: 2015-10-30 15:31:56)
I am a ninja. https://t.co/yT4pDqpA2p	 (timestamp: 2015-10-30 15:31:56)
"@Camimalamud ¡Hola! te invitamos a escuchar ""Mitologías Urbanas"" nuestro primer disco: https://t.co/eBtvnnvI0i https://t.co/46V5A0fMEA"	 (timestamp: 2015-10-30 15:31:56)
Bye orang kedah see you again.	 (timestamp: 2015-10-30 15:31:56)
what a productive sembreak 🌚💸🌚 @ Robinsons Magnolia https://t.co/oPQuH1NxFM	 (timestamp: 2015-10-30 15:31:56)
@justin_hair_ HAHAHA💕	 (timestamp: 2015-10-30 15:31:56)
@HaziqChoyy @Izzuan_Johari cite clown ni la lol	 (timestamp: 2015-10-30 15:31:56)
Everybody texted me at the ass crack of dawn like I'm posed to be up	 (timestamp: 2015-10-30 15:31:56)
Eita Alegria...Cliente Feliz,Jrgames Feliz...#vemkitem #embrevenovidades brevenovidades… https://t.co/cYnBP8Ljym	 (timestamp: 2015-10-30 15:31:56)
E n sabia que designer gráfico era tão foda	 (timestamp: 2015-10-30 15:31:56)
#volantino  #dal2al7novembre2015 #chiediinfarmacia https://t.co/93xtRHo3am	 (timestamp: 2015-10-30 15:31:56)
In Assendelft een nieuwe Emat groepenkast inc buiten stopcontact geïnstalleerd. €509,- inclusief zegelherstel! https://t.co/F4B4Aehvqs	 (timestamp: 2015-10-30 15:31:56)
Fazia tempo q eu n dormia tanto, mds.	 (timestamp: 2015-10-30 15:31:56)
Forrester Research #Sales #Job: Sales Development Specialist (#London) https://t.co/9jSGemXUAg #Jobs #Hiring	 (timestamp: 2015-10-30 15:31:56)
"""A veces sólo tienes que aceptar el hecho de que algunas personas sólo son una felicidad temporal en tu vida."""	 (timestamp: 2015-10-30 15:31:57)
Parabéns pro cara que nunca consegui subir uma tag. Muito sucesso, muito dinheiro, muito amor e felicidade p ti!@Ivan_Briggs #Briggs20Pegar	 (timestamp: 2015-10-30 15:31:57)
@StrelcovaZhenya *дискач	 (timestamp: 2015-10-30 15:31:56)
@calmenswim @CougarSwimming @UTAHswimdive https://t.co/cadoiDSRrP Do you have 10 Million dollars I can have to build a pool? checin poolside	 (timestamp: 2015-10-30 15:31:56)
@len_duh school pre-play https://t.co/QrNA6y0nnd	 (timestamp: 2015-10-30 15:31:56)
せっかく調整したリザードンが負けた。急所と追加効果引いて負けた。調整しているポケモンが運だけで負けるほど嫌な負け方はない。	 (timestamp: 2015-10-30 15:31:56)
"Lol I remember after a win we would play ""many men"" in the locker room and that shit would be tough as hell💯"	 (timestamp: 2015-10-30 15:31:57)
"#RespectJustin 
#RespectJustin
#RespectJustin"	 (timestamp: 2015-10-30 15:31:57)
encontrar com quem se gosta, transforma seu olhar em um céu de ano novo	 (timestamp: 2015-10-30 15:31:57)
Vergi daireleri ahır olacak! Yalnızlık paylaşılacak!  https://t.co/nwipFShOjz	 (timestamp: 2015-10-30 15:31:57)
We're #hiring! Read about our latest #job opening here: Bahnar Interpreters - https://t.co/RezHyTEOqO #interpreter #bilingual #Seattle, WA	 (timestamp: 2015-10-30 15:31:57)
BI-LO #Retail #Job: Center Store Lead (#CLEMSON, SC) https://t.co/hIDIQUYPGK #Jobs #Hiring	 (timestamp: 2015-10-30 15:31:56)
"Cabin, Mt Scott, oil on panel, 4""x5"" @Amtrak #trainpoem #coaststarlight https://t.co/phZQXSMI3E"	 (timestamp: 2015-10-30 15:31:56)
I'm at Hemma in Rimbo https://t.co/540LT2LADW	 (timestamp: 2015-10-30 15:31:57)
Gotta water tube that ain't never been used .. Finna go blow this bihh up 😈	 (timestamp: 2015-10-30 15:31:57)
"Lepas cardio hiphop semua bebalikan. Tinggal la kami yang ini masih bertahan 

#upperbodyworkout… https://t.co/uJMDAXLHCu"	 (timestamp: 2015-10-30 15:31:57)
Llego la perra de Cardona 😹✋	 (timestamp: 2015-10-30 15:31:57)
@gerlachm yes, if they follow the tweets they should see the timeline end with everyone saying they jumped to #stfcouncil	 (timestamp: 2015-10-30 15:31:57)
En Córdoba, ya Contamos con Cuerpo de Bomberos Voluntarios. https://t.co/VikGd8YnZ2	 (timestamp: 2015-10-30 15:31:56)
null	 (timestamp: NaT)
"""East Liverpool and the tiny towns and villages that surround it are part of the forgotten rural poor in America.+++++++"	 (timestamp: 2015-10-30 15:31:57)
https://t.co/KwOS8kVxeS	 (timestamp: 2015-10-30 15:31:57)
Herşeyi al bana beni geri ver şansım olsun	 (timestamp: 2015-10-30 15:31:57)
Que sueño que tengo Mabel	 (timestamp: 2015-10-30 15:31:57)
null	 (timestamp: NaT)
"""Scioli ingreso a la política de la mano de Carlos Menem"" EduardoMenem"	 (timestamp: 2015-10-30 15:31:57)
blessed &amp;&amp; aint complaining about nun.! 🙏😇	 (timestamp: 2015-10-30 15:31:57)
Puente y olé! 💃💃#Nature @ Parque Natural De Sierra Nevada Granada https://t.co/uUJQNcMCzi	 (timestamp: 2015-10-30 15:31:57)
null	 (timestamp: NaT)
fuoooooooooooooa @AgusDovis	 (timestamp: 2015-10-30 15:31:57)
@RadioTiempo1059 #SuenaFuerte Entre tu y mil mares #MiRadioTiempoYAnaGabriel #YoEscuchoRadioTiempo	 (timestamp: 2015-10-30 15:31:57)
@RadioactivaHN mi colera es con mis companeras de trabajo q andan disfrazadas,les digo brujas y se enojan	 (timestamp: 2015-10-30 15:31:57)
"Happy Halloween!!
#qrspride https://t.co/gPS3vUvq3f"	 (timestamp: 2015-10-30 15:31:57)
I'm sooooo sleepy😴😴😴	 (timestamp: 2015-10-30 15:31:57)
Фрэйджи не хотите на каникулах погулять?	 (timestamp: 2015-10-30 15:31:57)
null	 (timestamp: NaT)
Si un jour je perds mes passions actuelles je peux tjrs repartir travailler dans des hotels et disparaitre ca me convient	 (timestamp: 2015-10-30 15:31:57)
Me mando yessy, como la extraño hace muchísimo que no la veo..	 (timestamp: 2015-10-30 15:31:57)
@zarocolcol boyf mo. hahahahaha! joke. pak na pak bur? 😊😊	 (timestamp: 2015-10-30 15:31:57)
NURSING FTW I AM READY TO GIVE A BED BATH AND CHANGE LINENS	 (timestamp: 2015-10-30 15:31:57)
@apuntesdecata Se que no sabes bailar bien pero no importa. Intentalo. Hoy no bailastes thriller de MJ. Cuando quieras te enzeño mamasita. 😍	 (timestamp: 2015-10-30 15:31:57)
Y'all ain't ready for this @RLGRIME  https://t.co/PsiJ3ebm8j	 (timestamp: 2015-10-30 15:31:57)
"@_iSalman مسلسل جيد ، بعده في مسلسل اسمه : sons of anarchy 
ابدااااااااع"	 (timestamp: 2015-10-30 15:31:57)
@Not1FuckisGiven @theogryanv	 (timestamp: 2015-10-30 15:31:57)
*-*   https://t.co/OyzpusXC9R	 (timestamp: 2015-10-30 15:31:57)
@amiranabilahh @ZaityAqilah Hahahahahha hyper gaisssss akuuu nakk pi gakk esok hahahah	 (timestamp: 2015-10-30 15:31:57)
"نيييييم قييييييم 
اول ٨ 👀
يلا كل واحد يكتب اسمه DM🙇"	 (timestamp: 2015-10-30 15:31:57)
@romarioa873 Peixe, o jeito certo de escrever é consertar!!! Abs.	 (timestamp: 2015-10-30 15:31:57)
กุไม่สามารถมองคิมคาดาเชี่ยนแบบเดิมได้อีกต่อไป......	 (timestamp: 2015-10-30 15:31:57)
É 8 ou 80, não complica. Se decida, vai ou fica. 👊🙌 @ Tufi Dippe https://t.co/nmjeKXTls9	 (timestamp: 2015-10-30 15:31:57)
寝れない...	 (timestamp: 2015-10-30 15:31:57)
@TheSeanyLlama I fkn wish. I don't need this stress b4 OSU/OU	 (timestamp: 2015-10-30 15:31:57)
@TefiRiva @Jorgelina_N15 besuu	 (timestamp: 2015-10-30 15:31:57)
@yodatodd Sporting gave it away. Portland missed how many, that KC should have then scored on.	 (timestamp: 2015-10-30 15:31:57)
ライン後で返しますー	 (timestamp: 2015-10-30 15:31:57)
J'ai trouver la raison pour laquelle Gourcuff à choisi Rennes plutôt que Bordeaux. https://t.co/QQqKvMMOKw	 (timestamp: 2015-10-30 15:31:57)
エロ垢ごっこ。。 https://t.co/rDG91qalYw	 (timestamp: 2015-10-30 15:31:57)
@eljorobado Creo que el referente era Ipsos. Igual, ya en dos de ellas, Acuña va cuarto (por un punto)	 (timestamp: 2015-10-30 15:31:57)
@LivingYWF mañana me saludaras a que si eh a que si	 (timestamp: 2015-10-30 15:31:57)
Dale que nos vamoos! @ AcerBrag https://t.co/isz6E197AV	 (timestamp: 2015-10-30 15:31:57)
現場深谷だしわんちゃん、ぬけだしてはじついきてーな	 (timestamp: 2015-10-30 15:31:57)
ハッピーハロウィン https://t.co/c9lwwjExut	 (timestamp: 2015-10-30 15:31:57)
Meu celular ficou a noite toda vibrando por causa de sinal, e eu não sei tirar essa merda. 😒	 (timestamp: 2015-10-30 15:31:57)
Matheus e Kauan é muito boom	 (timestamp: 2015-10-30 15:31:58)
agustina  se r enoja cuando gritamos en el salon , jajajaja la saca de quisio ahre jaja	 (timestamp: 2015-10-30 15:31:57)
@j_bevilacqua23 srsly...these hoes ain't loyal ✋🏽	 (timestamp: 2015-10-30 15:31:58)
@youngthug  https://t.co/5yxwVzlmlB	 (timestamp: 2015-10-30 15:31:58)
Se viaja con la banda	 (timestamp: 2015-10-30 15:31:58)
para mi zorra ahq NO mentira compañera JAJAJAJAJAJA	 (timestamp: 2015-10-30 15:31:58)
@Salmanzdream اچھا خوفناک موٹی!	 (timestamp: 2015-10-30 15:31:58)
Picaaaaa	 (timestamp: 2015-10-30 15:31:58)
null	 (timestamp: NaT)
Alto frio hace	 (timestamp: 2015-10-30 15:31:58)
null	 (timestamp: NaT)
@LaloliFaz @JuanmaGalvan Este es uno de los Ciudadanos...	 (timestamp: 2015-10-30 15:31:58)
"En qué demonios estaba pensando?

Yo cuando me pongo a reflexionar 😁"	 (timestamp: 2015-10-30 15:31:58)
Me falto que jajajja	 (timestamp: 2015-10-30 15:31:58)
null	 (timestamp: NaT)
É como a Alice fala, tudo Judas!	 (timestamp: 2015-10-30 15:31:58)
⚓️❤️ @ CIAA- Marinha Do Brasil https://t.co/MkCia7DNJ1	 (timestamp: 2015-10-30 15:31:58)
@MadelynWarrd thanks mads😘	 (timestamp: 2015-10-30 15:31:58)
I'm at Doğa @CafeDoga in Izmir, Türkiye w/ @bayaanngarfield https://t.co/rSb3DOdqcG	 (timestamp: 2015-10-30 15:31:58)
@TheDemocrats Very scared of Marco Rubio	 (timestamp: 2015-10-30 15:31:58)
"No me extraña que seas así y te rías de mi otra vez,
no me tengas piedad porque soy de verdad y me puede hacer mal 👋"	 (timestamp: 2015-10-30 15:31:58)
"@nakayoshi0803 まぢで？
ひっかけとか近いん？"	 (timestamp: 2015-10-30 15:31:58)
Ojala que venga 😍😍💞👌	 (timestamp: 2015-10-30 15:31:58)
Aller voir les chutes du Niagara et faire du saut a l'élastique  https://t.co/u9mMeUw2tO	 (timestamp: 2015-10-30 15:31:58)
@LucianaCamarasa a ver cuando me invitas a matear vos...	 (timestamp: 2015-10-30 15:31:58)
@HawkersCo  #LoQueMeApeteceAhoraEs disfrutar del momento,  vida solo hay una!	 (timestamp: 2015-10-30 15:31:58)
Pani Andrzej Gwiazda za moim pośrednictwem dziękuję Twittrowi za wszystkie wczorajsze życzenia urodzinow!. https://t.co/oOfLUQGHbM	 (timestamp: 2015-10-30 15:31:58)
Nico acordate, mañana uno de tiro libre jajaja	 (timestamp: 2015-10-30 15:31:58)
".@simogo makes incredible stuff - they made Device 6, which might be the best/most unique iOS game there is.

https://t.co/KmP394nm3U"	 (timestamp: 2015-10-30 15:31:58)
Ayo goyang dumang	 (timestamp: 2015-10-30 15:31:58)
C&amp;A Industries, Inc. #Sales #Job: ACCOUNT MANAGER AUREUS GROUP (#Omaha, NE) https://t.co/ZKUa2wKfI1 #Jobs #Hiring	 (timestamp: 2015-10-30 15:31:58)
Back to my hotel to pack my life back into boxes ready to move into another hotel when I get back from Derby on monday😔👍🏼	 (timestamp: 2015-10-30 15:31:58)
"profs be like
 Undas break niyo ??
here ...... tada home school na siya"	 (timestamp: 2015-10-30 15:31:58)
Não aguento...Rs https://t.co/L6xWUt7jEi	 (timestamp: 2015-10-30 15:31:58)
@B_Kuwait_ شعند الطلاب ؟؟؟😏	 (timestamp: 2015-10-30 15:31:58)
Eit	 (timestamp: 2015-10-30 15:31:58)
null	 (timestamp: NaT)
@lukirwins kkkk, boa tarde, tenho 19	 (timestamp: 2015-10-30 15:31:58)
Domingo q vem tem q ta mttt calor	 (timestamp: 2015-10-30 15:31:58)
https://t.co/w43SAYvqhh	 (timestamp: 2015-10-30 15:31:58)
@saaadnesss oo hahaha maikli tenga ko ay hahahaha	 (timestamp: 2015-10-30 15:31:58)
mis ganas de ir al colegio son nulas, igual que todos los días	 (timestamp: 2015-10-30 15:31:59)
"HEY EVERYBODY I PRESENT YOU MY IDOLS ""5 SECONDS OF SEXX"" https://t.co/pjSJfCPAVl"	 (timestamp: 2015-10-30 15:31:58)
Vamonos, vamonos a otro lugar 🎶	 (timestamp: 2015-10-30 15:31:58)
#chespirito #chavodelocho #workshop lo de hoy @ Fundacion Chespirito IAP https://t.co/h5G5MTjrWp	 (timestamp: 2015-10-30 15:31:58)
I just love this picture! Feeling ko pang magazine cover lang ang peg… https://t.co/cIH7UVnomB	 (timestamp: 2015-10-30 15:31:58)
@wayatey under normal pwede naman ah :(	 (timestamp: 2015-10-30 15:31:59)
4'11 4'11 4'11 kayo jaaan!	 (timestamp: 2015-10-30 15:31:58)
Tan celoso iba a ser, hermoso mío 🙊💝	 (timestamp: 2015-10-30 15:31:59)
Como tudo deve ser...	 (timestamp: 2015-10-30 15:31:59)
No puedo creer que jugamos a la misma hora que Boca 😢😭	 (timestamp: 2015-10-30 15:31:58)
"Kultwit nya @blogdokter malem ini harus bgt di scrol, dibaca scr seksama dan dimengerti sama kaum Adam. Just check it out; about ""VIRGINITY"""	 (timestamp: 2015-10-30 15:31:59)
Tá sem sistema de novo 😂😂😂😂	 (timestamp: 2015-10-30 15:31:59)
Deep 😥😥😥😥 please rajinkan diri.. https://t.co/yQS1JRHiVQ	 (timestamp: 2015-10-30 15:31:59)
"E que gordaaaaaa que soy, necesito a alguien que me diga ""no comas gorda ascoooo"" 😷❌🔫"	 (timestamp: 2015-10-30 15:31:59)
@Eduardo_g4briel  https://t.co/Pjr7ibBkg5	 (timestamp: 2015-10-30 15:31:59)
Ahahahahahahaa wtf zizan	 (timestamp: 2015-10-30 15:31:59)
Una mentira me puede acabar la mala energia me quiere tocar	 (timestamp: 2015-10-30 15:31:59)
"Si kiefer, enebe nauuna ka na sa tanong ni Tito boy.. hahaha.. Huli! 
#KIEFLYOnTWBA"	 (timestamp: 2015-10-30 15:31:59)
Logo mais estarei em vix e to mandando demitir essa chuva.	 (timestamp: 2015-10-30 15:31:59)
null	 (timestamp: NaT)
Se me fueron la mano con los calmantes..... ajajajajana	 (timestamp: 2015-10-30 15:31:59)
@AlienEvi спасибо большое ❤️😘	 (timestamp: 2015-10-30 15:31:59)
null	 (timestamp: NaT)
Mawi 🎶	 (timestamp: 2015-10-30 15:31:59)
null	 (timestamp: NaT)
My pleasure 😎👌🏼🎊🎀.  https://t.co/G8O4GOFheG	 (timestamp: 2015-10-30 15:31:59)
nem me vou importar, mas qd descobrir o fdp que anda a dizer certas merdas leva na boca	 (timestamp: 2015-10-30 15:31:59)
null	 (timestamp: NaT)
W/ my honestly.. @ Di Kota Makassar https://t.co/Cp3XtWw6DK	 (timestamp: 2015-10-30 15:31:59)
#bateboladebate Estao de brincadeira, Pato no Barça. So se for pra carregar as chuteiras de Messi, Luiz S. e Neymar.	 (timestamp: 2015-10-30 15:31:59)
ハロウィンの日に堀口くん、福岡帰るよーーいえーーーい	 (timestamp: 2015-10-30 15:31:59)
Okay but someone hang out with me today so I don't spend the whole time in my room. Thank	 (timestamp: 2015-10-30 15:31:59)
Ikennat! Hahahahaha	 (timestamp: 2015-10-30 15:31:59)
I'm at Güzelyalı in Konak, Türkiye w/ @egemendenizz https://t.co/44O69X2Oww	 (timestamp: 2015-10-30 15:31:59)
I'm at Edificio Comercial Teruszkini https://t.co/xyVpF01o9J	 (timestamp: 2015-10-30 15:31:59)
I can literally turn any essay into a 3 body paragraph essay... Properly	 (timestamp: 2015-10-30 15:31:59)
I was out hiking 6.11 km with #Endomondo #endorphins https://t.co/MpCfbLuPBt	 (timestamp: 2015-10-30 15:31:59)
"Şarkı listem birinin eline geçse olmayan gidenin yolunu gözler...
Bohemi siz düşünün 🔫"	 (timestamp: 2015-10-30 15:31:59)
"バイトのグループばか荒れるやん。爆笑
にやけたわ笑"	 (timestamp: 2015-10-30 15:31:59)
Luciano foi brincar de tentar me atropelar e quase atropelou de verdade	 (timestamp: 2015-10-30 15:31:59)
Join The Crossing Keokuk, 610 Timea, for free coffee/donuts before each Sunday service: 9 or 10:45am. #ONEcrossing https://t.co/pR1dOcgdtA	 (timestamp: 2015-10-30 15:31:59)
@charliecunno @TheLadBible off ur mum	 (timestamp: 2015-10-30 15:31:59)
tive q tira as setinha azul do whatsapp pois sou mto nervosar	 (timestamp: 2015-10-30 15:31:59)
Vou me indo, abraços	 (timestamp: 2015-10-30 15:31:59)
@albertocollants Ministerio entregará al Ayuntamiento los expedientes de Pilarica y el Pinar de Antequera. Falta solo quitar el de viana	 (timestamp: 2015-10-30 15:31:59)
Pares 🍴🍵🍚	 (timestamp: 2015-10-30 15:31:59)
Gotta love the #Airmocks at @tlpsg! @ The Foothills - Fort Canning Park https://t.co/HQosXBOidh	 (timestamp: 2015-10-30 15:31:59)
"@WQRadio_EC #RomeoVIPWQ YO quiero entrada xfa 😘😘
👉Rixi Mayorga 👈😉💛🎼
😢😢😢#RomeoVIPWQ ✋💝💕
😚 GUAYAQUIL 😙😏😗
Celular.👉0980447286📞👩6"	 (timestamp: 2015-10-30 15:31:59)
"10時くらいから暇。泣
ほんまに暇や〜〜
最近疲れてんねんやろな〜〜😝
一緒におっても寝そうやもんな！笑笑
ゆっくり寝なはれ😪
おやすみ💤"	 (timestamp: 2015-10-30 15:31:59)
@Le_Morenoo @mulherdomarley qr minha banana 😂	 (timestamp: 2015-10-30 15:31:59)
@KatyRickittITV @SeanFletcherTV It's very rare I catch GMB.  Not too bad thanks Katy.  Hope you and Mr R are fine? x	 (timestamp: 2015-10-30 15:31:59)
"Someday I'll hold you 🙌
And tell you how much I love you 💖
Until that happens ツ
@Harry_Styles Could you follow me?
Many Kisses😘😘
♔19,940"	 (timestamp: 2015-10-30 15:31:59)
RIP MY GALLERY 😀	 (timestamp: 2015-10-30 15:31:59)
@bryanisyodaddy @Mandaaa83 @thisniggacarlos @Betfelips225 @jennifer_cano14 @fvck_angel__ @Bunessssa https://t.co/Mo7cYpdh4O	 (timestamp: 2015-10-30 15:31:59)
Ameiiii focus!💗 https://t.co/21uS9xT2TY	 (timestamp: 2015-10-30 15:31:59)
Esse findi eu quero só saber de dormir	 (timestamp: 2015-10-30 15:31:59)
@fuckgfp_ 😎❤️	 (timestamp: 2015-10-30 15:31:59)
Im negative nancy today.	 (timestamp: 2015-10-30 15:31:59)
I'm at Rize Konağı - Hamamönü w/ @gacmkerten @abaykall https://t.co/NAAMfLMtal	 (timestamp: 2015-10-30 15:31:59)
Большой театр. Новая сцена. Мечты сбываются. @ Большой театр России / Bolshoi Theatre of Russia https://t.co/OG94bGZ0Ke	 (timestamp: 2015-10-30 15:31:59)
@robert_wfc just imagine.......	 (timestamp: 2015-10-30 15:31:59)
@rodriguezjuliet Weh? Hay nako! Love love love ❤	 (timestamp: 2015-10-30 15:31:59)
@Gwldfnce screenshot yung inupload mong about mv	 (timestamp: 2015-10-30 15:31:59)
Great white egret from Chew valley lake on 19.10.15 on a sunny day..... https://t.co/VF9ipxrt2z	 (timestamp: 2015-10-30 15:31:59)
@sucarvalhoo9 vai procurar	 (timestamp: 2015-10-30 15:31:59)
@englishgirluk It looks like a curry!	 (timestamp: 2015-10-30 15:31:59)
Tá tocando uns funk aqui na cabeleireira da mãe 😂✋🏼	 (timestamp: 2015-10-30 15:31:59)
peguei alguns icons e headers mas n sei qual usar	 (timestamp: 2015-10-30 15:31:59)
@caseyayers @KingM91 ssshhhhhh	 (timestamp: 2015-10-30 15:32:00)
its been a month! i miss you Hong Kong. see you again soon. ❤️	 (timestamp: 2015-10-30 15:32:00)
@aaaayu29  今のLINEの一言や（笑）	 (timestamp: 2015-10-30 15:31:59)
null	 (timestamp: NaT)
@porraguiih n eu to falando sério kra é bonito mesmo	 (timestamp: 2015-10-30 15:32:00)
null	 (timestamp: NaT)
https://t.co/s0G87mV3lp	 (timestamp: 2015-10-30 15:32:00)
Mainha ver, dá certinho. Se eu ficar sem usar uns dias, não serve mais	 (timestamp: 2015-10-30 15:32:00)
null	 (timestamp: NaT)
#ÇanlarRTEiçinÇalıyor Muş 😅 bi s...tirin gidin seçimden sonra ağlamak yok ama ona göre 😅bittiniz lan bittiniz Osmanlı ayağa kalktı !!!!!	 (timestamp: 2015-10-30 15:32:00)
💥😇💫🔥✔️💯🙄	 (timestamp: 2015-10-30 15:32:00)
To falando com o meu amor rs	 (timestamp: 2015-10-30 15:32:00)
null	 (timestamp: NaT)
Lay me down	 (timestamp: 2015-10-30 15:32:00)
Big moneyyyy https://t.co/h7xv3pDvWy	 (timestamp: 2015-10-30 15:32:00)
@tmiah if my husband has time? Can get me the new winter 2015 @AsianaTV 😁😁😁😁😁😁😁😁😁😁😁😁🙏🏽🙏🏽🙏🏽🙏🏽	 (timestamp: 2015-10-30 15:32:00)
Quanto mais eu elevo minha alma mais ainda sinto meus pés se pregando no chao!	 (timestamp: 2015-10-30 15:32:00)
Full on fucking queen https://t.co/tK7SwBjInj	 (timestamp: 2015-10-30 15:32:00)
"Weekend anticipé !
#walk #balade #beach #sea #sunshine #bluesky #october #southoffrance #weekend… https://t.co/WQc1BFlV1K"	 (timestamp: 2015-10-30 15:32:00)
@ Mars la smetti di spuntarmi in tl grazie	 (timestamp: 2015-10-30 15:32:00)
For all you organised people out there! We have started getting a good selection of Christmas gifts into store. https://t.co/MgG5jconWk	 (timestamp: 2015-10-30 15:32:00)
Kalau jenis awek yang suka melayan tak bole jugak kan	 (timestamp: 2015-10-30 15:32:00)
@MeKsetemares - sdv? #LuanetesNaAtre	 (timestamp: 2015-10-30 15:32:00)
Rosario Porto y Alfonso Basterra, culpables del asesinato de Asunta https://t.co/EbNlTkzwvB vía el_pais	 (timestamp: 2015-10-30 15:32:00)
Too many Nando starter packs in here	 (timestamp: 2015-10-30 15:32:00)
Ya empece para atrás el viernes 👎	 (timestamp: 2015-10-30 15:32:00)
@Kassie_Alize23 when bae never saves you from school 😢💔	 (timestamp: 2015-10-30 15:32:00)
OHS probably re-thinking their lives right now	 (timestamp: 2015-10-30 15:32:00)
งืมมมๆ😔 https://t.co/2Qq6pluHVf	 (timestamp: 2015-10-30 15:32:00)
I'm at Edifício Imperial Hall https://t.co/lg3X5JtaCS	 (timestamp: 2015-10-30 15:32:01)
It was never love, I could tell now....	 (timestamp: 2015-10-30 15:32:00)
#FineNiggaFriday #MCE 💦👅😍❣ Big Daddy Chris https://t.co/WPkPMB9zP2	 (timestamp: 2015-10-30 15:32:00)
https://t.co/c0dJu4fzGq	 (timestamp: 2015-10-30 15:32:00)
Tous les trains en partance de Lille ont du retard parce qu'il y a un vol de câbles sur les voies &gt;&lt;	 (timestamp: 2015-10-30 15:32:00)
Ai Ronaldo pode vim almoçar mano desce ae KKKKKKKKKKKKKKKKKKK	 (timestamp: 2015-10-30 15:32:00)
Como eu gosto de calor ♥️	 (timestamp: 2015-10-30 15:32:00)
@BigFishPresCo We are in. We will supply the milk and cookies.	 (timestamp: 2015-10-30 15:32:00)
"HQ|| 5SOS at #iHeart5SOSLive 
- E xx https://t.co/CmqFX4OsY0"	 (timestamp: 2015-10-30 15:32:00)
😥 https://t.co/XGUKRRyWjU	 (timestamp: 2015-10-30 15:32:00)
Windmill Apartments very own tube shoot #txst https://t.co/cgU0cuYrl5	 (timestamp: 2015-10-30 15:32:00)
@maxxreal hahahahaha	 (timestamp: 2015-10-30 15:32:00)
@kentcdodds @fluentconf @josepheames ah, I'm in the UK so won't get there, but will watch the video on YouTube	 (timestamp: 2015-10-30 15:32:01)
ben küçücük yüreğimde o adamı dünyam yaptım.	 (timestamp: 2015-10-30 15:32:00)
de adele, a Mc Pedrinho	 (timestamp: 2015-10-30 15:32:00)
And the guy I like keeps asking why I'm shaking scukejdjskg	 (timestamp: 2015-10-30 15:32:01)
.@moosc isn't here either. (@ Target in Madison Heights, MI) https://t.co/FpyyeXP1YB	 (timestamp: 2015-10-30 15:32:00)
@sabrinaNooran short vacayyyy	 (timestamp: 2015-10-30 15:32:01)
@walklikeroyalty BWAHAHAHAHAHAHAA https://t.co/YmulpsKFGs	 (timestamp: 2015-10-30 15:32:00)
I feel so much lighter	 (timestamp: 2015-10-30 15:32:01)
HEART BREAK SEXX #Replace5sosSongsWithSexx	 (timestamp: 2015-10-30 15:32:00)
otl scchs isn't a bad school as the news makes us out to be. i think we are pretty fun.	 (timestamp: 2015-10-30 15:32:01)
أحتسي قهوتي ☕️ (@ Starbucks Coffee | ستاربكس in Kuwait City) https://t.co/MyZtXN36Fw	 (timestamp: 2015-10-30 15:32:01)
@TaylorWatch hay, taylor. how do you do? I would be happy!	 (timestamp: 2015-10-30 15:32:01)
S/o to zay	 (timestamp: 2015-10-30 15:32:01)
@scoutbuck hay muchisima gente? ☹	 (timestamp: 2015-10-30 15:32:01)
null	 (timestamp: NaT)
@robles_edwin Ayudame necesito tu ayuda estoy en medellin Antioquia por favor llamarme a este numero 3215602516	 (timestamp: 2015-10-30 15:32:01)
null	 (timestamp: NaT)
Yakışıklı	 (timestamp: 2015-10-30 15:32:01)
Antes venias a casa a chalar y a coger.	 (timestamp: 2015-10-30 15:32:01)
